8123300371,1,120,30,4,27.0,Infinity,Infinity,Infinity,4,37.0,Infinity,Infinity,Infinity,4,34.0,Infinity,Infinity,Infinity,4,24.0,Infinity,Infinity,Infinity,4,30.0,Infinity,Infinity,Infinity,4,35.0,Infinity,Infinity,Infinity,4,28.0,Infinity,Infinity,Infinity,4,33.0,Infinity,Infinity,Infinity,4,20.0,Infinity,Infinity,Infinity,4,19.0,Infinity,Infinity,Infinity,4,31.0,Infinity,Infinity,Infinity,4,42.0,Infinity,Infinity,Infinity,4,37.0,Infinity,Infinity,Infinity,4,30.0,Infinity,Infinity,Infinity,4,31.0,Infinity,Infinity,Infinity,4,29.0,Infinity,Infinity,Infinity,4,31.0,Infinity,Infinity,Infinity,4,17.0,Infinity,Infinity,Infinity,4,32.0,Infinity,Infinity,Infinity,4,28.0,Infinity,Infinity,Infinity,4,15.0,Infinity,Infinity,Infinity,4,17.0,Infinity,Infinity,Infinity,4,29.0,Infinity,Infinity,Infinity,4,32.0,Infinity,Infinity,Infinity,4,33.0,Infinity,Infinity,Infinity,4,24.0,Infinity,Infinity,Infinity,4,25.0,Infinity,Infinity,Infinity,4,16.0,Infinity,Infinity,Infinity,4,26.0,Infinity,Infinity,Infinity,4,38.0,Infinity,Infinity,Infinity
11336992432,2,240,30,4,27.0,Infinity,Infinity,Infinity,4,37.0,Infinity,Infinity,Infinity,4,34.0,Infinity,Infinity,Infinity,4,24.0,Infinity,Infinity,Infinity,4,30.0,Infinity,Infinity,Infinity,4,35.0,Infinity,Infinity,Infinity,4,28.0,Infinity,Infinity,Infinity,4,33.0,Infinity,Infinity,Infinity,4,20.0,Infinity,Infinity,Infinity,4,19.0,Infinity,Infinity,Infinity,4,31.0,Infinity,Infinity,Infinity,4,42.0,Infinity,Infinity,Infinity,4,37.0,Infinity,Infinity,Infinity,4,30.0,Infinity,Infinity,Infinity,4,31.0,Infinity,Infinity,Infinity,4,29.0,Infinity,Infinity,Infinity,4,31.0,Infinity,Infinity,Infinity,4,17.0,Infinity,Infinity,Infinity,4,32.0,Infinity,Infinity,Infinity,4,28.0,Infinity,Infinity,Infinity,4,15.0,Infinity,Infinity,Infinity,4,17.0,Infinity,Infinity,Infinity,4,29.0,Infinity,Infinity,Infinity,4,32.0,Infinity,Infinity,Infinity,4,33.0,Infinity,Infinity,Infinity,4,24.0,Infinity,Infinity,Infinity,4,25.0,Infinity,Infinity,Infinity,4,16.0,Infinity,Infinity,Infinity,4,26.0,Infinity,Infinity,Infinity,4,38.0,Infinity,Infinity,Infinity
14518688540,3,360,30,4,27.0,Infinity,Infinity,Infinity,4,37.0,Infinity,Infinity,Infinity,4,34.0,Infinity,Infinity,Infinity,4,24.0,Infinity,Infinity,Infinity,4,30.0,Infinity,Infinity,Infinity,4,35.0,Infinity,Infinity,Infinity,4,28.0,Infinity,Infinity,Infinity,4,33.0,Infinity,Infinity,Infinity,4,20.0,Infinity,Infinity,Infinity,4,19.0,Infinity,Infinity,Infinity,4,31.0,Infinity,Infinity,Infinity,4,42.0,Infinity,Infinity,Infinity,4,37.0,Infinity,Infinity,Infinity,4,30.0,Infinity,Infinity,Infinity,4,31.0,Infinity,Infinity,Infinity,4,29.0,Infinity,Infinity,Infinity,4,31.0,Infinity,Infinity,Infinity,4,17.0,Infinity,Infinity,Infinity,4,32.0,Infinity,Infinity,Infinity,4,28.0,Infinity,Infinity,Infinity,4,15.0,Infinity,Infinity,Infinity,4,17.0,Infinity,Infinity,Infinity,4,29.0,Infinity,Infinity,Infinity,4,32.0,Infinity,Infinity,Infinity,4,33.0,Infinity,Infinity,Infinity,4,24.0,Infinity,Infinity,Infinity,4,25.0,Infinity,Infinity,Infinity,4,16.0,Infinity,Infinity,Infinity,4,26.0,Infinity,Infinity,Infinity,4,38.0,Infinity,Infinity,Infinity
17772172962,4,480,30,4,27.0,Infinity,Infinity,Infinity,4,37.0,Infinity,Infinity,Infinity,4,34.0,Infinity,Infinity,Infinity,4,24.0,Infinity,Infinity,Infinity,4,30.0,Infinity,Infinity,Infinity,4,35.0,Infinity,Infinity,Infinity,4,28.0,Infinity,Infinity,Infinity,4,33.0,Infinity,Infinity,Infinity,4,20.0,Infinity,Infinity,Infinity,4,19.0,Infinity,Infinity,Infinity,4,31.0,Infinity,Infinity,Infinity,4,42.0,Infinity,Infinity,Infinity,4,37.0,Infinity,Infinity,Infinity,4,30.0,Infinity,Infinity,Infinity,4,31.0,Infinity,Infinity,Infinity,4,29.0,Infinity,Infinity,Infinity,4,31.0,Infinity,Infinity,Infinity,4,17.0,Infinity,Infinity,Infinity,4,32.0,Infinity,Infinity,Infinity,4,28.0,Infinity,Infinity,Infinity,4,15.0,Infinity,Infinity,Infinity,4,17.0,Infinity,Infinity,Infinity,4,29.0,Infinity,Infinity,Infinity,4,32.0,Infinity,Infinity,Infinity,4,33.0,Infinity,Infinity,Infinity,4,24.0,Infinity,Infinity,Infinity,4,25.0,Infinity,Infinity,Infinity,4,16.0,Infinity,Infinity,Infinity,4,26.0,Infinity,Infinity,Infinity,4,38.0,Infinity,Infinity,Infinity
20925319224,5,600,30,4,27.0,Infinity,Infinity,Infinity,4,37.0,Infinity,Infinity,Infinity,4,34.0,Infinity,Infinity,Infinity,4,24.0,Infinity,Infinity,Infinity,4,30.0,Infinity,Infinity,Infinity,4,35.0,Infinity,Infinity,Infinity,4,28.0,Infinity,Infinity,Infinity,4,33.0,Infinity,Infinity,Infinity,4,20.0,Infinity,Infinity,Infinity,4,19.0,Infinity,Infinity,Infinity,4,31.0,Infinity,Infinity,Infinity,4,42.0,Infinity,Infinity,Infinity,4,37.0,Infinity,Infinity,Infinity,4,30.0,Infinity,Infinity,Infinity,4,31.0,Infinity,Infinity,Infinity,4,29.0,Infinity,Infinity,Infinity,4,31.0,Infinity,Infinity,Infinity,4,17.0,Infinity,Infinity,Infinity,4,32.0,Infinity,Infinity,Infinity,4,28.0,Infinity,Infinity,Infinity,4,15.0,Infinity,Infinity,Infinity,4,17.0,Infinity,Infinity,Infinity,4,29.0,Infinity,Infinity,Infinity,4,32.0,Infinity,Infinity,Infinity,4,33.0,Infinity,Infinity,Infinity,4,24.0,Infinity,Infinity,Infinity,4,25.0,Infinity,Infinity,Infinity,4,16.0,Infinity,Infinity,Infinity,4,26.0,Infinity,Infinity,Infinity,4,38.0,Infinity,Infinity,Infinity
24620286222,6,720,30,4,27.0,Infinity,Infinity,Infinity,4,37.0,Infinity,Infinity,Infinity,4,34.0,Infinity,Infinity,Infinity,4,24.0,Infinity,Infinity,Infinity,4,30.0,Infinity,Infinity,Infinity,4,35.0,Infinity,Infinity,Infinity,4,28.0,Infinity,Infinity,Infinity,4,33.0,Infinity,Infinity,Infinity,4,20.0,Infinity,Infinity,Infinity,4,19.0,Infinity,Infinity,Infinity,4,31.0,Infinity,Infinity,Infinity,4,42.0,Infinity,Infinity,Infinity,4,37.0,Infinity,Infinity,Infinity,4,30.0,Infinity,Infinity,Infinity,4,31.0,Infinity,Infinity,Infinity,4,29.0,Infinity,Infinity,Infinity,4,31.0,Infinity,Infinity,Infinity,4,17.0,Infinity,Infinity,Infinity,4,32.0,Infinity,Infinity,Infinity,4,28.0,Infinity,Infinity,Infinity,4,15.0,Infinity,Infinity,Infinity,4,17.0,Infinity,Infinity,Infinity,4,29.0,Infinity,Infinity,Infinity,4,32.0,Infinity,Infinity,Infinity,4,33.0,Infinity,Infinity,Infinity,4,24.0,Infinity,Infinity,Infinity,4,25.0,Infinity,Infinity,Infinity,4,16.0,Infinity,Infinity,Infinity,4,26.0,Infinity,Infinity,Infinity,4,38.0,Infinity,Infinity,Infinity
27861626667,7,840,30,4,27.0,Infinity,Infinity,Infinity,4,37.0,Infinity,Infinity,Infinity,4,34.0,Infinity,Infinity,Infinity,4,24.0,Infinity,Infinity,Infinity,4,30.0,Infinity,Infinity,Infinity,4,35.0,Infinity,Infinity,Infinity,4,28.0,Infinity,Infinity,Infinity,4,33.0,Infinity,Infinity,Infinity,4,20.0,Infinity,Infinity,Infinity,4,19.0,Infinity,Infinity,Infinity,4,31.0,Infinity,Infinity,Infinity,4,42.0,Infinity,Infinity,Infinity,4,37.0,Infinity,Infinity,Infinity,4,30.0,Infinity,Infinity,Infinity,4,31.0,Infinity,Infinity,Infinity,4,29.0,Infinity,Infinity,Infinity,4,31.0,Infinity,Infinity,Infinity,4,17.0,Infinity,Infinity,Infinity,4,32.0,Infinity,Infinity,Infinity,4,28.0,Infinity,Infinity,Infinity,4,15.0,Infinity,Infinity,Infinity,4,17.0,Infinity,Infinity,Infinity,4,29.0,Infinity,Infinity,Infinity,4,32.0,Infinity,Infinity,Infinity,4,33.0,Infinity,Infinity,Infinity,4,24.0,Infinity,Infinity,Infinity,4,25.0,Infinity,Infinity,Infinity,4,16.0,Infinity,Infinity,Infinity,4,26.0,Infinity,Infinity,Infinity,4,38.0,Infinity,Infinity,Infinity
31043717016,8,960,30,4,27.0,Infinity,Infinity,Infinity,4,37.0,Infinity,Infinity,Infinity,4,34.0,Infinity,Infinity,Infinity,4,24.0,Infinity,Infinity,Infinity,4,30.0,Infinity,Infinity,Infinity,4,35.0,Infinity,Infinity,Infinity,4,28.0,Infinity,Infinity,Infinity,4,33.0,Infinity,Infinity,Infinity,4,20.0,Infinity,Infinity,Infinity,4,19.0,Infinity,Infinity,Infinity,4,31.0,Infinity,Infinity,Infinity,4,42.0,Infinity,Infinity,Infinity,4,37.0,Infinity,Infinity,Infinity,4,30.0,Infinity,Infinity,Infinity,4,31.0,Infinity,Infinity,Infinity,4,29.0,Infinity,Infinity,Infinity,4,31.0,Infinity,Infinity,Infinity,4,17.0,Infinity,Infinity,Infinity,4,32.0,Infinity,Infinity,Infinity,4,28.0,Infinity,Infinity,Infinity,4,15.0,Infinity,Infinity,Infinity,4,17.0,Infinity,Infinity,Infinity,4,29.0,Infinity,Infinity,Infinity,4,32.0,Infinity,Infinity,Infinity,4,33.0,Infinity,Infinity,Infinity,4,24.0,Infinity,Infinity,Infinity,4,25.0,Infinity,Infinity,Infinity,4,16.0,Infinity,Infinity,Infinity,4,26.0,Infinity,Infinity,Infinity,4,38.0,Infinity,Infinity,Infinity
34194128853,9,1080,30,4,27.0,Infinity,Infinity,Infinity,4,37.0,Infinity,Infinity,Infinity,4,34.0,Infinity,Infinity,Infinity,4,24.0,Infinity,Infinity,Infinity,4,30.0,Infinity,Infinity,Infinity,4,35.0,Infinity,Infinity,Infinity,4,28.0,Infinity,Infinity,Infinity,4,33.0,Infinity,Infinity,Infinity,4,20.0,Infinity,Infinity,Infinity,4,19.0,Infinity,Infinity,Infinity,4,31.0,Infinity,Infinity,Infinity,4,42.0,Infinity,Infinity,Infinity,4,37.0,Infinity,Infinity,Infinity,4,30.0,Infinity,Infinity,Infinity,4,31.0,Infinity,Infinity,Infinity,4,29.0,Infinity,Infinity,Infinity,4,31.0,Infinity,Infinity,Infinity,4,17.0,Infinity,Infinity,Infinity,4,32.0,Infinity,Infinity,Infinity,4,28.0,Infinity,Infinity,Infinity,4,15.0,Infinity,Infinity,Infinity,4,17.0,Infinity,Infinity,Infinity,4,29.0,Infinity,Infinity,Infinity,4,32.0,Infinity,Infinity,Infinity,4,33.0,Infinity,Infinity,Infinity,4,24.0,Infinity,Infinity,Infinity,4,25.0,Infinity,Infinity,Infinity,4,16.0,Infinity,Infinity,Infinity,4,26.0,Infinity,Infinity,Infinity,4,38.0,Infinity,Infinity,Infinity
37424024032,10,1200,30,4,27.0,Infinity,Infinity,Infinity,4,37.0,Infinity,Infinity,Infinity,4,34.0,Infinity,Infinity,Infinity,4,24.0,Infinity,Infinity,Infinity,4,30.0,Infinity,Infinity,Infinity,4,35.0,Infinity,Infinity,Infinity,4,28.0,Infinity,Infinity,Infinity,4,33.0,Infinity,Infinity,Infinity,4,20.0,Infinity,Infinity,Infinity,4,19.0,Infinity,Infinity,Infinity,4,31.0,Infinity,Infinity,Infinity,4,42.0,Infinity,Infinity,Infinity,4,37.0,Infinity,Infinity,Infinity,4,30.0,Infinity,Infinity,Infinity,4,31.0,Infinity,Infinity,Infinity,4,29.0,Infinity,Infinity,Infinity,4,31.0,Infinity,Infinity,Infinity,4,17.0,Infinity,Infinity,Infinity,4,32.0,Infinity,Infinity,Infinity,4,28.0,Infinity,Infinity,Infinity,4,15.0,Infinity,Infinity,Infinity,4,17.0,Infinity,Infinity,Infinity,4,29.0,Infinity,Infinity,Infinity,4,32.0,Infinity,Infinity,Infinity,4,33.0,Infinity,Infinity,Infinity,4,24.0,Infinity,Infinity,Infinity,4,25.0,Infinity,Infinity,Infinity,4,16.0,Infinity,Infinity,Infinity,4,26.0,Infinity,Infinity,Infinity,4,38.0,Infinity,Infinity,Infinity
