23244335491,1,100,3,2,-3.9325145835828796,262.0,2,-0.0,0.0,2,-2.9785749403702284,96.0
28317778781,2,200,3,2,-2.9785749403702284,96.0,2,-3.9325145835828796,262.0,2,-0.0,0.0
38246833708,3,300,3,2,-0.0,0.0,2,-2.9785749403702284,96.0,2,-3.9325145835828796,262.0
48482258014,4,400,3,2,-3.9325145835828796,262.0,2,-0.0,0.0,2,-2.9785749403702284,96.0
55471648355,5,500,3,2,-3.9325145835828796,262.0,2,-0.0,0.0,2,-2.9785749403702284,96.0
62224351799,6,600,3,2,-2.9785749403702284,96.0,2,-3.9325145835828796,262.0,2,-0.0,0.0
67416883157,7,700,3,2,-3.9325145835828796,262.0,2,-0.0,0.0,2,-2.9785749403702284,96.0
72872407617,8,800,3,2,-0.0,0.0,2,-3.9325145835828796,262.0,2,-2.9785749403702284,96.0
77262756900,9,900,3,2,-0.0,0.0,2,-2.9785749403702284,96.0,2,-3.9325145835828796,262.0
83063507423,10,1000,3,2,-3.9325145835828796,262.0,2,-2.9785749403702284,96.0,2,-0.0,0.0
88355084447,11,1100,3,2,-2.9785749403702284,96.0,2,-0.0,0.0,2,-3.9325145835828796,262.0
93398353204,12,1200,3,2,-3.9325145835828796,262.0,2,-0.0,0.0,2,-2.9785749403702284,96.0
98321848155,13,1300,3,2,-0.0,0.0,2,-3.9325145835828796,262.0,2,-2.9785749403702284,96.0
103450227310,14,1400,3,2,-2.9785749403702284,96.0,2,-3.9325145835828796,262.0,2,-0.0,0.0
106972300814,15,1500,3,2,-3.9325145835828796,262.0,2,-0.0,0.0,2,-2.9785749403702284,96.0
111575613657,16,1600,3,2,-3.9325145835828796,262.0,2,-2.9785749403702284,96.0,2,-0.0,0.0
116633276433,17,1700,3,2,-2.9785749403702284,96.0,2,-3.9325145835828796,262.0,2,-0.0,0.0
121917398058,18,1800,3,2,-0.0,0.0,2,-3.9325145835828796,262.0,2,-2.9785749403702284,96.0
127392116364,19,1900,3,2,-2.9785749403702284,96.0,2,-3.9325145835828796,262.0,2,-0.0,0.0
131245301805,20,2000,3,2,-2.9785749403702284,96.0,2,-0.0,0.0,2,-3.9325145835828796,262.0
135810805515,21,2100,3,2,-0.0,0.0,2,-3.9325145835828796,262.0,2,-2.9785749403702284,96.0
140613338822,22,2200,3,2,-2.9785749403702284,96.0,2,-3.9325145835828796,262.0,2,-0.0,0.0
