47422449960,1,100,5,2,-0.0,0.0,2,-2.963782611184495,432.0,2,-2.478242267940409,260.0,2,-1.719250290862553,85.0,2,-0.35171898684889663,61.0
48846810702,2,200,6,2,-0.0,0.0,2,-2.963782611184495,382.0,2,-1.719250290862553,85.0,2,-0.35171898684889663,61.0,2,-2.478242267940409,210.0,2,-2.0709692777114492,204.0
50358363977,3,300,6,2,-0.0,0.0,2,-2.963782611184495,382.0,2,-2.478242267940409,210.0,2,-0.35171898684889663,61.0,2,-1.719250290862553,85.0,2,-2.0709692777114492,146.0
51868261443,4,400,6,2,-0.0,0.0,2,-2.963782611184495,251.0,2,-0.35171898684889663,61.0,2,-1.719250290862553,85.0,2,-2.0709692777114492,146.0,2,-2.478242267940409,210.0
53244883672,5,500,6,2,-0.0,0.0,2,-2.963782611184495,251.0,2,-0.35171898684889663,61.0,2,-1.719250290862553,85.0,2,-2.0709692777114492,146.0,2,-2.478242267940409,210.0
54704042989,6,600,6,2,-0.0,0.0,2,-2.963782611184495,251.0,2,-0.35171898684889663,61.0,2,-1.719250290862553,85.0,2,-2.0709692777114492,146.0,2,-2.478242267940409,210.0
56115005040,7,700,6,2,-0.0,0.0,2,-2.963782611184495,251.0,2,-0.35171898684889663,61.0,2,-1.719250290862553,85.0,2,-2.0709692777114492,146.0,2,-2.478242267940409,210.0
57280721947,8,800,7,2,-0.0,0.0,2,-2.963782611184495,251.0,2,-1.719250290862553,85.0,2,-2.0709692777114492,146.0,2,-2.478242267940409,210.0,2,-0.40727299022895913,64.0,2,-0.35171898684889663,61.0
58703388995,9,900,7,2,-0.0,0.0,2,-2.963782611184495,251.0,2,-1.719250290862553,85.0,2,-2.0709692777114492,146.0,2,-2.478242267940409,210.0,2,-0.40727299022895913,64.0,2,-0.35171898684889663,61.0
60593386875,10,1000,9,2,-0.0,0.0,2,-3.3155015980333915,312.0,2,-1.719250290862553,85.0,2,-2.478242267940409,210.0,2,-2.963782611184495,251.0,2,-0.40727299022895913,64.0,2,-2.126523281091512,149.0,2,-0.35171898684889663,61.0,2,-2.0709692777114492,146.0
61861001287,11,1100,9,2,-0.0,0.0,2,-3.3155015980333915,312.0,2,-1.719250290862553,85.0,2,-2.478242267940409,210.0,2,-2.963782611184495,251.0,2,-0.40727299022895913,64.0,2,-2.126523281091512,149.0,2,-0.35171898684889663,61.0,2,-2.0709692777114492,146.0
63431571747,12,1200,9,2,-0.0,0.0,2,-3.3155015980333915,312.0,2,-1.719250290862553,85.0,2,-2.478242267940409,210.0,2,-2.963782611184495,251.0,2,-0.40727299022895913,64.0,2,-2.126523281091512,149.0,2,-0.35171898684889663,61.0,2,-2.0709692777114492,146.0
65043122325,13,1300,9,2,-0.0,0.0,2,-3.3155015980333915,312.0,2,-1.719250290862553,85.0,2,-2.478242267940409,210.0,2,-2.963782611184495,251.0,2,-0.40727299022895913,64.0,2,-2.126523281091512,149.0,2,-0.35171898684889663,61.0,2,-2.0709692777114492,146.0
67483068681,14,1400,9,2,-0.0,0.0,2,-3.3155015980333915,312.0,2,-1.719250290862553,85.0,2,-2.478242267940409,210.0,2,-2.963782611184495,251.0,2,-0.40727299022895913,64.0,2,-2.126523281091512,149.0,2,-0.35171898684889663,61.0,2,-2.0709692777114492,146.0
69066195422,15,1500,9,2,-0.0,0.0,2,-3.3155015980333915,312.0,2,-1.719250290862553,85.0,2,-2.478242267940409,210.0,2,-2.963782611184495,251.0,2,-0.40727299022895913,64.0,2,-2.126523281091512,149.0,2,-0.35171898684889663,61.0,2,-2.0709692777114492,146.0
71086642985,16,1600,9,2,-0.0,0.0,2,-3.3155015980333915,312.0,2,-1.719250290862553,85.0,2,-2.478242267940409,210.0,2,-2.963782611184495,251.0,2,-0.40727299022895913,64.0,2,-2.126523281091512,149.0,2,-0.35171898684889663,61.0,2,-2.0709692777114492,146.0
73342579707,17,1700,9,2,-0.0,0.0,2,-3.3155015980333915,312.0,2,-1.719250290862553,85.0,2,-2.478242267940409,210.0,2,-2.963782611184495,251.0,2,-0.40727299022895913,64.0,2,-2.126523281091512,149.0,2,-0.35171898684889663,61.0,2,-2.0709692777114492,146.0
75426679760,18,1800,9,2,-0.0,0.0,2,-3.3155015980333915,312.0,2,-1.719250290862553,85.0,2,-2.478242267940409,210.0,2,-2.963782611184495,251.0,2,-0.40727299022895913,64.0,2,-2.126523281091512,149.0,2,-0.35171898684889663,61.0,2,-2.0709692777114492,146.0
77337332051,19,1900,9,2,-0.0,0.0,2,-3.3155015980333915,312.0,2,-1.719250290862553,85.0,2,-2.478242267940409,210.0,2,-2.963782611184495,251.0,2,-0.40727299022895913,64.0,2,-2.126523281091512,149.0,2,-0.35171898684889663,61.0,2,-2.0709692777114492,146.0
78797565885,20,2000,9,2,-0.0,0.0,2,-3.3155015980333915,312.0,2,-1.719250290862553,85.0,2,-2.478242267940409,210.0,2,-2.963782611184495,251.0,2,-0.40727299022895913,64.0,2,-2.126523281091512,149.0,2,-0.35171898684889663,61.0,2,-2.0709692777114492,146.0
80531327387,21,2100,9,2,-0.0,0.0,2,-3.3155015980333915,312.0,2,-1.719250290862553,85.0,2,-2.478242267940409,210.0,2,-2.963782611184495,251.0,2,-0.40727299022895913,64.0,2,-2.126523281091512,149.0,2,-0.35171898684889663,61.0,2,-2.0709692777114492,146.0
82004670462,22,2200,9,2,-0.0,0.0,2,-3.3155015980333915,312.0,2,-1.719250290862553,85.0,2,-2.478242267940409,210.0,2,-2.963782611184495,251.0,2,-0.40727299022895913,64.0,2,-2.126523281091512,149.0,2,-0.35171898684889663,61.0,2,-2.0709692777114492,146.0
83503768830,23,2300,9,2,-0.0,0.0,2,-3.3155015980333915,312.0,2,-1.719250290862553,85.0,2,-2.478242267940409,210.0,2,-2.963782611184495,251.0,2,-0.40727299022895913,64.0,2,-2.126523281091512,149.0,2,-0.35171898684889663,61.0,2,-2.0709692777114492,146.0
85419337001,24,2400,9,2,-0.0,0.0,2,-3.3155015980333915,312.0,2,-1.719250290862553,85.0,2,-2.478242267940409,210.0,2,-2.963782611184495,251.0,2,-0.40727299022895913,64.0,2,-2.126523281091512,149.0,2,-0.35171898684889663,61.0,2,-2.0709692777114492,146.0
87161422936,25,2500,9,2,-0.0,0.0,2,-3.3155015980333915,312.0,2,-1.719250290862553,85.0,2,-2.478242267940409,210.0,2,-2.963782611184495,251.0,2,-0.40727299022895913,64.0,2,-2.126523281091512,149.0,2,-0.35171898684889663,61.0,2,-2.0709692777114492,146.0
