82311817398,1,100,12,2,-0.0,0.0,2,-4.299467153853868,423.0,2,-2.4106468839187545,189.0,2,-0.5627383446338773,83.0,2,-2.5319841148967193,288.0,2,-1.244532320321942,166.0,2,-3.3151078415064985,419.0,2,-0.9144573314827741,144.0,2,-2.880989878947187,331.0,2,-2.985923137773393,414.0,2,-2.9633888546576017,358.0,2,-1.1494230018053662,155.0
98920440702,2,200,9,2,-0.0,0.0,2,-4.299467153853868,423.0,2,-1.3360782991962665,65.0,2,-2.4106468839187545,189.0,2,-2.9323296063671047,292.0,2,-2.5806106195182084,231.0,2,-3.3151078415064985,419.0,2,-2.9633888546576017,358.0,2,-3.2327088657960834,392.0
114592167633,3,300,11,2,-0.0,0.0,2,-4.299467153853868,423.0,2,-1.6877972860451633,126.0,2,-1.3360782991962665,65.0,2,-0.35171898684889663,61.0,2,-2.4106468839187545,189.0,2,-2.9323296063671047,292.0,2,-2.5806106195182084,231.0,2,-3.3151078415064985,419.0,2,-2.9633888546576017,358.0,2,-3.2327088657960834,392.0
128760122320,4,400,11,2,-0.0,0.0,2,-4.299467153853868,423.0,2,-1.6877972860451633,126.0,2,-1.3360782991962665,65.0,2,-0.35171898684889663,61.0,2,-2.4106468839187545,189.0,2,-2.9323296063671047,292.0,2,-2.5806106195182084,231.0,2,-3.3151078415064985,419.0,2,-2.9633888546576017,358.0,2,-3.2327088657960834,392.0
143573846575,5,500,11,2,-0.0,0.0,2,-4.299467153853868,423.0,2,-1.6877972860451633,126.0,2,-1.3360782991962665,65.0,2,-0.35171898684889663,61.0,2,-2.4106468839187545,189.0,2,-2.9323296063671047,292.0,2,-2.5806106195182084,231.0,2,-3.3151078415064985,419.0,2,-2.9633888546576017,358.0,2,-3.2327088657960834,392.0
155711760873,6,600,12,2,-0.0,0.0,2,-4.651186140702763,484.0,2,-1.6877972860451633,126.0,2,-1.3360782991962665,65.0,2,-0.35171898684889663,61.0,2,-4.299467153853868,423.0,2,-2.4106468839187545,189.0,2,-2.9323296063671047,292.0,2,-2.5806106195182084,231.0,2,-3.3151078415064985,419.0,2,-2.9633888546576017,358.0,2,-3.2327088657960834,392.0
169443314290,7,700,12,2,-0.0,0.0,2,-4.651186140702763,484.0,2,-1.6877972860451633,126.0,2,-1.3360782991962665,65.0,2,-0.35171898684889663,61.0,2,-4.299467153853868,423.0,2,-2.4106468839187545,189.0,2,-2.9323296063671047,292.0,2,-2.5806106195182084,231.0,2,-3.3151078415064985,419.0,2,-2.9633888546576017,358.0,2,-3.2327088657960834,392.0
184218727653,8,800,12,2,-0.0,0.0,2,-4.651186140702763,484.0,2,-1.6877972860451633,126.0,2,-1.3360782991962665,65.0,2,-0.35171898684889663,61.0,2,-4.299467153853868,423.0,2,-2.4106468839187545,189.0,2,-2.9323296063671047,292.0,2,-2.5806106195182084,231.0,2,-3.3151078415064985,419.0,2,-2.9633888546576017,358.0,2,-3.2327088657960834,392.0
197412340695,9,900,12,2,-0.0,0.0,2,-4.651186140702763,484.0,2,-1.6877972860451633,126.0,2,-1.3360782991962665,65.0,2,-0.35171898684889663,61.0,2,-4.299467153853868,423.0,2,-2.4106468839187545,189.0,2,-2.9323296063671047,292.0,2,-2.5806106195182084,231.0,2,-3.3151078415064985,419.0,2,-2.9633888546576017,358.0,2,-3.2327088657960834,392.0
211054144314,10,1000,12,2,-0.0,0.0,2,-4.651186140702763,484.0,2,-1.6877972860451633,126.0,2,-1.3360782991962665,65.0,2,-0.35171898684889663,61.0,2,-4.299467153853868,423.0,2,-2.4106468839187545,189.0,2,-2.9323296063671047,292.0,2,-2.5806106195182084,231.0,2,-3.3151078415064985,419.0,2,-2.9633888546576017,358.0,2,-3.2327088657960834,392.0
224176750843,11,1100,12,2,-0.0,0.0,2,-4.651186140702763,484.0,2,-1.6877972860451633,126.0,2,-1.3360782991962665,65.0,2,-0.35171898684889663,61.0,2,-4.299467153853868,423.0,2,-2.4106468839187545,189.0,2,-2.9323296063671047,292.0,2,-2.5806106195182084,231.0,2,-3.3151078415064985,419.0,2,-2.9633888546576017,358.0,2,-3.2327088657960834,392.0
237689490932,12,1200,13,2,-0.0,0.0,2,-4.862205498487745,604.0,2,-1.6877972860451633,126.0,2,-4.651186140702763,484.0,2,-1.3360782991962665,65.0,2,-0.35171898684889663,61.0,2,-4.299467153853868,423.0,2,-2.4106468839187545,189.0,2,-2.9323296063671047,292.0,2,-2.5806106195182084,231.0,2,-3.3151078415064985,419.0,2,-2.9633888546576017,358.0,2,-3.2327088657960834,392.0
250751636778,13,1300,14,2,-0.0,0.0,2,-5.2139244853366415,567.0,2,-1.6877972860451633,126.0,2,-1.3360782991962665,65.0,2,-0.35171898684889663,61.0,2,-2.4106468839187545,189.0,2,-4.299467153853868,423.0,2,-2.9323296063671047,292.0,2,-2.5806106195182084,231.0,2,-3.443728223581064,414.0,2,-4.862205498487745,506.0,2,-4.651186140702763,484.0,2,-2.9633888546576017,358.0,2,-3.2327088657960834,392.0
264881207186,14,1400,14,2,-0.0,0.0,2,-5.2139244853366415,567.0,2,-1.6877972860451633,126.0,2,-1.3360782991962665,65.0,2,-0.35171898684889663,61.0,2,-2.4106468839187545,189.0,2,-4.299467153853868,423.0,2,-2.9323296063671047,292.0,2,-2.5806106195182084,231.0,2,-3.443728223581064,414.0,2,-4.862205498487745,506.0,2,-4.651186140702763,484.0,2,-2.9633888546576017,358.0,2,-3.2327088657960834,392.0
278659522905,15,1500,14,2,-0.0,0.0,2,-5.2139244853366415,567.0,2,-1.6877972860451633,126.0,2,-1.3360782991962665,65.0,2,-0.35171898684889663,61.0,2,-2.4106468839187545,189.0,2,-4.299467153853868,423.0,2,-2.9323296063671047,292.0,2,-2.5806106195182084,231.0,2,-3.443728223581064,414.0,2,-4.862205498487745,506.0,2,-4.651186140702763,484.0,2,-2.9633888546576017,358.0,2,-3.2327088657960834,392.0
292451562947,16,1600,14,2,-0.0,0.0,2,-5.2139244853366415,567.0,2,-1.6877972860451633,126.0,2,-1.3360782991962665,65.0,2,-0.35171898684889663,61.0,2,-2.4106468839187545,189.0,2,-4.299467153853868,423.0,2,-2.9323296063671047,292.0,2,-2.5806106195182084,231.0,2,-3.443728223581064,414.0,2,-4.862205498487745,506.0,2,-4.651186140702763,484.0,2,-2.9633888546576017,358.0,2,-3.2327088657960834,392.0
306634805606,17,1700,14,2,-0.0,0.0,2,-5.2139244853366415,567.0,2,-1.6877972860451633,126.0,2,-1.3360782991962665,65.0,2,-0.35171898684889663,61.0,2,-2.4106468839187545,189.0,2,-4.299467153853868,423.0,2,-2.9323296063671047,292.0,2,-2.5806106195182084,231.0,2,-3.443728223581064,414.0,2,-4.862205498487745,506.0,2,-4.651186140702763,484.0,2,-2.9633888546576017,358.0,2,-3.2327088657960834,392.0
320456275393,18,1800,14,2,-0.0,0.0,2,-5.2139244853366415,567.0,2,-1.6877972860451633,126.0,2,-1.3360782991962665,65.0,2,-0.35171898684889663,61.0,2,-2.4106468839187545,189.0,2,-4.299467153853868,423.0,2,-2.9323296063671047,292.0,2,-2.5806106195182084,231.0,2,-3.443728223581064,414.0,2,-4.862205498487745,506.0,2,-4.651186140702763,484.0,2,-2.9633888546576017,358.0,2,-3.2327088657960834,392.0
334658732377,19,1900,14,2,-0.0,0.0,2,-5.2139244853366415,567.0,2,-1.6877972860451633,126.0,2,-1.3360782991962665,65.0,2,-0.35171898684889663,61.0,2,-2.4106468839187545,189.0,2,-4.299467153853868,423.0,2,-2.9323296063671047,292.0,2,-2.5806106195182084,231.0,2,-3.443728223581064,414.0,2,-4.862205498487745,506.0,2,-4.651186140702763,484.0,2,-2.9633888546576017,358.0,2,-3.2327088657960834,392.0
349193982706,20,2000,14,2,-0.0,0.0,2,-5.2139244853366415,567.0,2,-1.6877972860451633,126.0,2,-1.3360782991962665,65.0,2,-0.35171898684889663,61.0,2,-2.4106468839187545,189.0,2,-4.299467153853868,423.0,2,-2.9323296063671047,292.0,2,-2.5806106195182084,231.0,2,-3.443728223581064,414.0,2,-4.862205498487745,506.0,2,-4.651186140702763,484.0,2,-2.9633888546576017,358.0,2,-3.2327088657960834,392.0
364271436320,21,2100,13,2,-0.0,0.0,2,-6.28689889865483,562.0,2,-5.724160554020953,479.0,2,-4.299467153853868,423.0,2,-1.6877972860451633,126.0,2,-2.4106468839187545,189.0,2,-1.3360782991962665,65.0,2,-0.35171898684889663,61.0,2,-2.9323296063671047,292.0,2,-2.5806106195182084,231.0,2,-2.9633888546576017,358.0,2,-3.443728223581064,414.0,2,-3.2327088657960834,392.0
