244823992562,1,100,14,2,-8.072652456249438,1771.0,2,-29.250545241830725,6888.0,2,-23.067453072089606,4559.0,2,-19.238626589998354,4191.0,2,-27.33283560016039,4681.0,2,-29.19504903395245,5942.0,2,-28.29669178295913,5327.0,2,-15.284296911774756,3228.0,2,-12.812355805841992,2775.0,2,-9.925525492580396,2345.0,2,-15.763223162526991,3882.0,2,-16.56482785173102,4087.0,2,-10.66938693389235,2459.0,2,-13.537328014493157,3082.0
511473282263,2,200,19,2,-8.072652456249438,1771.0,2,-36.07772370354528,8009.0,2,-33.25778804459655,6406.0,2,-35.160238797780586,6966.0,2,-30.046658813267356,5815.0,2,-28.29669178295913,5327.0,2,-15.305587585032109,2974.0,2,-12.812355805841992,2775.0,2,-27.33283560016039,4681.0,2,-16.597026350668333,3604.0,2,-25.534431844782237,4433.0,2,-9.925525492580396,2345.0,2,-22.857481760726888,4393.0,2,-10.66938693389235,2459.0,2,-19.064546914636498,3919.0,2,-18.32395666113167,3628.0,2,-21.21728692019329,4207.0,2,-20.608325527167732,4082.0,2,-21.00731560883057,4083.0
