5022422858,1,100,5,2,-1.8286594920006598,111.0,2,-0.0,0.0,2,-0.35171898684889663,61.0,2,-1.3648111658456488,65.0,2,-1.6733803068276754,83.0
6871862849,2,200,5,2,-1.8286594920006598,111.0,2,-0.0,0.0,2,-0.35171898684889663,61.0,2,-1.3648111658456488,65.0,2,-1.6733803068276754,83.0
8684820470,3,300,5,2,-1.8286594920006598,111.0,2,-0.0,0.0,2,-0.35171898684889663,61.0,2,-1.3648111658456488,65.0,2,-1.6733803068276754,83.0
10636205754,4,400,5,2,-1.8286594920006598,111.0,2,-0.0,0.0,2,-0.35171898684889663,61.0,2,-1.3648111658456488,65.0,2,-1.6733803068276754,83.0
12132544785,5,500,5,2,-1.8286594920006598,111.0,2,-0.0,0.0,2,-0.35171898684889663,61.0,2,-1.3648111658456488,65.0,2,-1.6733803068276754,83.0
14196858779,6,600,5,2,-1.8286594920006598,111.0,2,-0.0,0.0,2,-0.35171898684889663,61.0,2,-1.3648111658456488,65.0,2,-1.6733803068276754,83.0
15613861061,7,700,5,2,-1.8286594920006598,111.0,2,-0.0,0.0,2,-0.35171898684889663,61.0,2,-1.3648111658456488,65.0,2,-1.6733803068276754,83.0
17238426672,8,800,5,2,-1.8286594920006598,111.0,2,-0.0,0.0,2,-0.35171898684889663,61.0,2,-1.3648111658456488,65.0,2,-1.6733803068276754,83.0
18757415548,9,900,5,2,-1.8286594920006598,111.0,2,-0.0,0.0,2,-0.35171898684889663,61.0,2,-1.3648111658456488,65.0,2,-1.6733803068276754,83.0
20326387545,10,1000,5,2,-1.8286594920006598,111.0,2,-0.0,0.0,2,-0.35171898684889663,61.0,2,-1.3648111658456488,65.0,2,-1.6733803068276754,83.0
22278088561,11,1100,5,2,-1.8286594920006598,111.0,2,-0.0,0.0,2,-0.35171898684889663,61.0,2,-1.3648111658456488,65.0,2,-1.6733803068276754,83.0
23770124064,12,1200,5,2,-1.8286594920006598,111.0,2,-0.0,0.0,2,-0.35171898684889663,61.0,2,-1.3648111658456488,65.0,2,-1.6733803068276754,83.0
25467732923,13,1300,5,2,-1.8286594920006598,111.0,2,-0.0,0.0,2,-0.35171898684889663,61.0,2,-1.3648111658456488,65.0,2,-1.6733803068276754,83.0
27089521447,14,1400,5,2,-1.8286594920006598,111.0,2,-0.0,0.0,2,-0.35171898684889663,61.0,2,-1.3648111658456488,65.0,2,-1.6733803068276754,83.0
29071455024,15,1500,5,2,-1.8286594920006598,111.0,2,-0.0,0.0,2,-0.35171898684889663,61.0,2,-1.3648111658456488,65.0,2,-1.6733803068276754,83.0
30633171302,16,1600,5,2,-1.8286594920006598,111.0,2,-0.0,0.0,2,-0.35171898684889663,61.0,2,-1.3648111658456488,65.0,2,-1.6733803068276754,83.0
32514710605,17,1700,5,2,-1.8286594920006598,111.0,2,-0.0,0.0,2,-0.35171898684889663,61.0,2,-1.3648111658456488,65.0,2,-1.6733803068276754,83.0
34791498005,18,1800,5,2,-1.8286594920006598,111.0,2,-0.0,0.0,2,-0.35171898684889663,61.0,2,-1.3648111658456488,65.0,2,-1.6733803068276754,83.0
36266438519,19,1900,5,2,-1.8286594920006598,111.0,2,-0.0,0.0,2,-0.35171898684889663,61.0,2,-1.3648111658456488,65.0,2,-1.6733803068276754,83.0
38054284260,20,2000,5,2,-1.8286594920006598,111.0,2,-0.0,0.0,2,-0.35171898684889663,61.0,2,-1.3648111658456488,65.0,2,-1.6733803068276754,83.0
39578338520,21,2100,5,2,-1.8286594920006598,111.0,2,-0.0,0.0,2,-0.35171898684889663,61.0,2,-1.3648111658456488,65.0,2,-1.6733803068276754,83.0
41779483419,22,2200,5,2,-1.8286594920006598,111.0,2,-0.0,0.0,2,-0.35171898684889663,61.0,2,-1.3648111658456488,65.0,2,-1.6733803068276754,83.0
43379684669,23,2300,5,2,-1.8286594920006598,111.0,2,-0.0,0.0,2,-0.35171898684889663,61.0,2,-1.3648111658456488,65.0,2,-1.6733803068276754,83.0
45117778713,24,2400,5,2,-1.8286594920006598,111.0,2,-0.0,0.0,2,-0.35171898684889663,61.0,2,-1.3648111658456488,65.0,2,-1.6733803068276754,83.0
46540937621,25,2500,5,2,-1.8286594920006598,111.0,2,-0.0,0.0,2,-0.35171898684889663,61.0,2,-1.3648111658456488,65.0,2,-1.6733803068276754,83.0
48606259231,26,2600,5,2,-1.8286594920006598,111.0,2,-0.0,0.0,2,-0.35171898684889663,61.0,2,-1.3648111658456488,65.0,2,-1.6733803068276754,83.0
50450138223,27,2700,5,2,-1.8286594920006598,111.0,2,-0.0,0.0,2,-0.35171898684889663,61.0,2,-1.3648111658456488,65.0,2,-1.6733803068276754,83.0
51725441847,28,2800,5,2,-1.8286594920006598,111.0,2,-0.0,0.0,2,-0.35171898684889663,61.0,2,-1.3648111658456488,65.0,2,-1.6733803068276754,83.0
53780100208,29,2900,5,2,-1.8286594920006598,111.0,2,-0.0,0.0,2,-0.35171898684889663,61.0,2,-1.3648111658456488,65.0,2,-1.6733803068276754,83.0
55189482569,30,3000,5,2,-1.8286594920006598,111.0,2,-0.0,0.0,2,-0.35171898684889663,61.0,2,-1.3648111658456488,65.0,2,-1.6733803068276754,83.0
56694489756,31,3100,5,2,-1.8286594920006598,111.0,2,-0.0,0.0,2,-0.35171898684889663,61.0,2,-1.3648111658456488,65.0,2,-1.6733803068276754,83.0
58100545484,32,3200,5,2,-1.8286594920006598,111.0,2,-0.0,0.0,2,-0.35171898684889663,61.0,2,-1.3648111658456488,65.0,2,-1.6733803068276754,83.0
59624961216,33,3300,5,2,-1.8286594920006598,111.0,2,-0.0,0.0,2,-0.35171898684889663,61.0,2,-1.3648111658456488,65.0,2,-1.6733803068276754,83.0
61237079089,34,3400,5,2,-1.8286594920006598,111.0,2,-0.0,0.0,2,-0.35171898684889663,61.0,2,-1.3648111658456488,65.0,2,-1.6733803068276754,83.0
62754019283,35,3500,5,2,-1.8286594920006598,111.0,2,-0.0,0.0,2,-0.35171898684889663,61.0,2,-1.3648111658456488,65.0,2,-1.6733803068276754,83.0
64541025685,36,3600,5,2,-1.8286594920006598,111.0,2,-0.0,0.0,2,-0.35171898684889663,61.0,2,-1.3648111658456488,65.0,2,-1.6733803068276754,83.0
66235413383,37,3700,5,2,-1.8286594920006598,111.0,2,-0.0,0.0,2,-0.35171898684889663,61.0,2,-1.3648111658456488,65.0,2,-1.6733803068276754,83.0
67686729205,38,3800,5,2,-1.8286594920006598,111.0,2,-0.0,0.0,2,-0.35171898684889663,61.0,2,-1.3648111658456488,65.0,2,-1.6733803068276754,83.0
69136795407,39,3900,5,2,-1.8286594920006598,111.0,2,-0.0,0.0,2,-0.35171898684889663,61.0,2,-1.3648111658456488,65.0,2,-1.6733803068276754,83.0
70783658948,40,4000,5,2,-1.8286594920006598,111.0,2,-0.0,0.0,2,-0.35171898684889663,61.0,2,-1.3648111658456488,65.0,2,-1.6733803068276754,83.0
72559548129,41,4100,5,2,-1.8286594920006598,111.0,2,-0.0,0.0,2,-0.35171898684889663,61.0,2,-1.3648111658456488,65.0,2,-1.6733803068276754,83.0
74175113126,42,4200,5,2,-1.8286594920006598,111.0,2,-0.0,0.0,2,-0.35171898684889663,61.0,2,-1.3648111658456488,65.0,2,-1.6733803068276754,83.0
76147639220,43,4300,5,2,-1.8286594920006598,111.0,2,-0.0,0.0,2,-0.35171898684889663,61.0,2,-1.3648111658456488,65.0,2,-1.6733803068276754,83.0
77332337323,44,4400,5,2,-1.8286594920006598,111.0,2,-0.0,0.0,2,-0.35171898684889663,61.0,2,-1.3648111658456488,65.0,2,-1.6733803068276754,83.0
