242566085478,1,100,14,2,-26.04063042418809,5000.0,2,-2.574123743306363,1292.0,2,-3.3682161903330194,1378.0,2,-11.29587226115153,2164.0,2,-16.066413852838956,3612.0,2,-14.643335119780264,3250.0,2,-19.33323065430532,4231.0,2,-21.37339225369269,4965.0,2,-30.858677859196234,6254.0,2,-20.918177461343312,4731.0,2,-29.759965494980317,6088.0,2,-5.903983571144713,1983.0,2,-34.653320372248935,6379.0,2,-13.438175651813372,3067.0
504879363058,2,200,20,2,-19.33323065430532,4231.0,2,-13.214269408905336,2560.0,2,-28.728505731487832,5261.0,2,-36.161545495127555,6709.0,2,-2.574123743306363,1292.0,2,-3.3682161903330194,1378.0,2,-35.02462656550477,6414.0,2,-20.78096125327389,4722.0,2,-13.438175651813372,3067.0,2,-28.94950922205614,5486.0,2,-21.37339225369269,4965.0,2,-5.903983571144713,1983.0,2,-32.509031101359255,6011.0,2,-26.102936455647495,5102.0,2,-14.05236347590293,3126.0,2,-20.918177461343312,4731.0,2,-11.29587226115153,2164.0,2,-35.35241295339277,6581.0,2,-29.05645931111995,5546.0,2,-14.89808742497027,3335.0
