64527130354,1,100,4,2,-0.5221137089691472,82.0,2,-2.687982263260938,96.0,2,-0.0,0.0,2,-3.9325145835828796,262.0
70550018449,2,200,6,2,-0.5221137089691472,82.0,2,-2.687982263260938,96.0,2,-3.2100959722300852,178.0,2,-0.0,0.0,2,-4.454628292552027,344.0,2,-3.9325145835828796,262.0
76189684297,3,300,6,2,-4.454628292552027,344.0,2,-2.687982263260938,96.0,2,-3.2100959722300852,178.0,2,-0.5221137089691472,82.0,2,-0.0,0.0,2,-3.9325145835828796,262.0
82964856338,4,400,6,2,-0.5221137089691472,82.0,2,-2.687982263260938,96.0,2,-0.0,0.0,2,-3.2100959722300852,178.0,2,-4.454628292552027,344.0,2,-3.9325145835828796,262.0
88508568315,5,500,6,2,-0.5221137089691472,82.0,2,-3.2100959722300852,178.0,2,-2.687982263260938,96.0,2,-0.0,0.0,2,-4.454628292552027,344.0,2,-3.9325145835828796,262.0
94334263466,6,600,6,2,-3.2100959722300852,178.0,2,-0.0,0.0,2,-2.687982263260938,96.0,2,-4.454628292552027,344.0,2,-0.5221137089691472,82.0,2,-3.9325145835828796,262.0
101068959197,7,700,6,2,-0.5221137089691472,82.0,2,-2.687982263260938,96.0,2,-3.2100959722300852,178.0,2,-4.454628292552027,344.0,2,-0.0,0.0,2,-3.9325145835828796,262.0
107611742407,8,800,5,2,-2.687982263260938,96.0,2,-4.454628292552027,344.0,2,-0.5221137089691472,82.0,2,-3.2100959722300852,178.0,2,-0.0,0.0
113385813648,9,900,6,2,-0.0,0.0,2,-4.454628292552027,344.0,2,-2.687982263260938,96.0,2,-0.5221137089691472,82.0,2,-3.2100959722300852,178.0,2,-3.9325145835828796,262.0
118985050631,10,1000,5,2,-4.454628292552027,344.0,2,-0.0,0.0,2,-3.2100959722300852,178.0,2,-2.687982263260938,96.0,2,-0.5221137089691472,82.0
124434222882,11,1100,6,2,-0.0,0.0,2,-0.5221137089691472,82.0,2,-3.2100959722300852,178.0,2,-4.454628292552027,344.0,2,-2.687982263260938,96.0,2,-3.9325145835828796,262.0
130433219362,12,1200,6,2,-2.687982263260938,96.0,2,-0.5221137089691472,82.0,2,-4.454628292552027,344.0,2,-3.2100959722300852,178.0,2,-0.0,0.0,2,-3.9325145835828796,262.0
139707822571,13,1300,5,2,-0.5221137089691472,82.0,2,-2.687982263260938,96.0,2,-0.0,0.0,2,-3.2100959722300852,178.0,2,-4.454628292552027,344.0
145124636096,14,1400,6,2,-3.2100959722300852,178.0,2,-0.0,0.0,2,-4.454628292552027,344.0,2,-2.687982263260938,96.0,2,-0.5221137089691472,82.0,2,-3.9325145835828796,262.0
150787191746,15,1500,6,2,-4.454628292552027,344.0,2,-2.687982263260938,96.0,2,-3.2100959722300852,178.0,2,-0.0,0.0,2,-0.5221137089691472,82.0,2,-3.9325145835828796,262.0
156378301246,16,1600,5,2,-3.2100959722300852,178.0,2,-2.687982263260938,96.0,2,-0.5221137089691472,82.0,2,-4.454628292552027,344.0,2,-0.0,0.0
161870501613,17,1700,6,2,-4.454628292552027,344.0,2,-3.2100959722300852,178.0,2,-0.0,0.0,2,-2.687982263260938,96.0,2,-0.5221137089691472,82.0,2,-3.9325145835828796,262.0
166963222376,18,1800,5,2,-2.687982263260938,96.0,2,-0.0,0.0,2,-4.454628292552027,344.0,2,-0.5221137089691472,82.0,2,-3.2100959722300852,178.0
173859484744,19,1900,5,2,-0.0,0.0,2,-2.687982263260938,96.0,2,-4.454628292552027,344.0,2,-3.2100959722300852,178.0,2,-0.5221137089691472,82.0
180481482847,20,2000,6,2,-0.0,0.0,2,-4.454628292552027,344.0,2,-2.687982263260938,96.0,2,-0.5221137089691472,82.0,2,-3.2100959722300852,178.0,2,-3.9325145835828796,262.0
186901721650,21,2100,6,2,-0.5221137089691472,82.0,2,-2.687982263260938,96.0,2,-4.454628292552027,344.0,2,-0.0,0.0,2,-3.2100959722300852,178.0,2,-3.9325145835828796,262.0
192386654010,22,2200,5,2,-0.5221137089691472,82.0,2,-4.454628292552027,344.0,2,-3.2100959722300852,178.0,2,-0.0,0.0,2,-2.687982263260938,96.0
