251221464916,1,100,17,2,-10.163727613554688,2149.0,2,-12.693831778886286,3180.0,2,-16.11559664792697,3618.0,2,-17.208112661263215,4287.0,2,-17.712176800386672,4395.0,2,-32.16822053276548,5942.0,2,-25.604470604605993,4955.0,2,-18.375771559564328,4409.0,2,-30.08609638275691,5619.0,2,-17.037078166317023,4128.0,2,-10.972560106427169,2576.0,2,-4.299467153853868,1155.0,2,-14.840822362200935,3420.0,2,-6.021337008661877,1572.0,2,-27.177217584888858,5022.0,2,-20.90642483244039,4909.0,2,-17.028055115138876,3655.0
523532237447,2,200,22,2,-33.10401039435001,6702.0,2,-34.86556690790462,7117.0,2,-10.163727613554688,2149.0,2,-10.972560106427169,2576.0,2,-4.299467153853868,1155.0,2,-14.840822362200935,3420.0,2,-6.021337008661877,1572.0,2,-27.177217584888858,5022.0,2,-17.208112661263215,4287.0,2,-32.16822053276548,5942.0,2,-30.08609638275691,5619.0,2,-17.037078166317023,4128.0,2,-23.792098595259585,4652.0,2,-23.80606684922784,4790.0,2,-29.201805554603034,5305.0,2,-26.45973781357669,4918.0,2,-13.747376272632064,2805.0,2,-21.11514851120424,4360.0,2,-32.48154681818968,6197.0,2,-28.461162340162282,5201.0,2,-17.028055115138876,3464.0,2,-34.461562940488086,6937.0
