5205410540,1,100,5,2,-0.0,0.0,2,-1.2547657832636543,316.0,2,-0.3099130434782609,99.0,2,-0.9781804174099958,155.0,2,-1.0549490741264136,299.0
6612693703,2,200,6,2,-0.0,0.0,2,-1.2547657832636543,316.0,2,-0.9781804174099958,155.0,2,-0.3099130434782609,99.0,2,-1.0549490741264136,221.0,2,-0.2765853658536585,83.0
