12.0 20.008732468599803
17.0 18.64938001650457
13.0 19.712924060118528
19.0 18.275649783249843
14.0 19.401014793046265
15.0 19.21326039484189
16.0 18.98155354548199
33.0 16.238823079275175
30.0 16.41948156916046
31.0 16.376793794879386
18.0 18.373877516735543
27.0 16.825557197311472
28.0 16.661313723713384
26.0 16.958755113509955
29.0 16.510583726809905
24.0 17.290152544150676
20.0 17.93319199138848
23.0 17.519970747692476
21.0 17.8507527852469
25.0 17.188640871226553
22.0 17.62808483641941
11.0 20.513395013990248
