357573157,1,198,1,2,0.0,12.309027777777777
559915185,2,318,1,2,0.0,12.309027777777777
759210808,3,438,1,2,0.0,12.309027777777777
966333217,4,558,1,2,0.0,11.625
1172758964,5,678,1,2,0.0,11.625
1372824636,6,798,1,2,0.0,11.625
1577730082,7,918,1,2,0.0,11.566666666666668
1776948564,8,1038,1,2,0.0,11.566666666666668
1975025284,9,1158,1,2,0.0,11.25
2194718336,10,1278,1,2,0.0,11.25
2389407318,11,1398,1,2,0.0,11.25
2585697838,12,1518,1,2,0.0,11.25
2782894258,13,1638,1,2,0.0,11.25
2979090570,14,1758,1,2,0.0,11.25
3197595439,15,1878,1,2,0.0,11.25
3392834651,16,1998,1,2,0.0,11.25
3589760052,17,2118,1,2,0.0,11.25
3789025638,18,2238,1,2,0.0,11.25
3985410366,19,2358,1,2,0.0,11.25
4224337923,20,2478,1,2,0.0,11.25
4419590788,21,2598,1,2,0.0,11.25
4616397746,22,2718,1,2,0.0,11.25
4814736270,23,2838,1,2,0.0,11.25
5009992548,24,2958,1,2,0.0,11.25
5206590610,25,3078,1,2,0.0,11.25
5401331133,26,3198,1,2,0.0,11.25
5600810053,27,3318,1,2,0.0,11.25
5796395719,28,3438,1,2,0.0,11.25
5996697594,29,3558,1,2,0.0,11.25
6190500473,30,3678,1,2,0.0,11.25
6389159168,31,3798,1,2,0.0,11.25
6582132264,32,3918,1,2,0.0,11.25
6777030142,33,4038,1,2,0.0,11.25
6973974317,34,4158,1,2,0.0,11.25
7169726554,35,4278,1,2,0.0,11.25
7369260428,36,4398,1,2,0.0,11.25
7562818912,37,4518,1,2,0.0,11.25
7761622673,38,4638,1,2,0.0,11.25
7957133928,39,4758,1,2,0.0,11.25
8156240112,40,4878,1,2,0.0,11.25
8350056644,41,4998,1,2,0.0,11.25
8691049509,42,5118,1,2,0.0,11.25
8876606103,43,5238,1,2,0.0,11.25
9101586076,44,5358,1,2,0.0,11.25
9301030862,45,5478,1,2,0.0,11.25
9494633719,46,5598,1,2,0.0,11.25
9694377855,47,5718,1,2,0.0,11.25
9887832915,48,5838,1,2,0.0,11.25
10086090201,49,5958,1,2,0.0,11.25
10280124846,50,6078,1,2,0.0,11.25
10475980848,51,6198,1,2,0.0,11.25
10670161242,52,6318,1,2,0.0,11.25
10884349603,53,6438,1,2,0.0,11.25
11084470231,54,6558,1,2,0.0,11.25
11279368109,55,6678,1,2,0.0,11.25
11498161405,56,6798,1,2,0.0,11.25
11690610895,57,6918,1,2,0.0,11.25
11889425920,58,7038,1,2,0.0,11.25
12087980849,59,7158,1,2,0.0,11.25
12281076826,60,7278,1,2,0.0,11.25
12479565195,61,7398,1,2,0.0,11.25
12676692324,62,7518,1,2,0.0,11.25
12870698638,63,7638,1,2,0.0,11.25
13069696960,64,7758,1,2,0.0,11.25
13266854809,65,7878,1,2,0.0,11.25
13461143407,66,7998,1,2,0.0,11.25
13659305119,67,8118,1,2,0.0,11.25
13856418595,68,8238,1,2,0.0,11.25
14156365040,69,8358,1,2,0.0,11.25
14373122962,70,8478,1,2,0.0,11.25
14570310166,71,8598,1,2,0.0,11.25
14758488205,72,8718,1,2,0.0,11.25
14953640718,73,8838,1,2,0.0,11.25
15151238546,74,8958,1,2,0.0,11.25
15344633190,75,9078,1,2,0.0,11.25
15543559149,76,9198,1,2,0.0,11.25
15739608688,77,9318,1,2,0.0,11.25
15940288420,78,9438,1,2,0.0,11.25
16566409744,79,9558,1,2,0.0,11.25
16759713934,80,9678,1,2,0.0,11.25
16977434077,81,9798,1,2,0.0,11.25
17176089017,82,9918,1,2,0.0,11.25
17371243236,83,10038,1,2,0.0,11.25
17568335208,84,10158,1,2,0.0,11.25
17789541735,85,10278,1,2,0.0,11.25
17984180541,86,10398,1,2,0.0,11.25
18183400047,87,10518,1,2,0.0,11.25
18381896266,88,10638,1,2,0.0,11.25
18580090064,89,10758,1,2,0.0,11.25
18774149967,90,10878,1,2,0.0,11.25
18995316899,91,10998,1,2,0.0,11.25
19189284642,92,11118,1,2,0.0,11.25
19388818858,93,11238,1,2,0.0,11.25
19588739122,94,11358,1,2,0.0,11.25
19782867293,95,11478,1,2,0.0,11.25
19982017167,96,11598,1,2,0.0,11.25
20184895772,97,11718,1,2,0.0,11.25
20387477075,98,11838,1,2,0.0,11.25
20603178910,99,11958,1,2,0.0,11.25
20796468082,100,12078,1,2,0.0,11.25
20995701582,101,12198,1,2,0.0,11.25
21208842731,102,12318,1,2,0.0,11.25
